Land;Hochschule;Fakultät;Stiftungsprofessur;Stifter;Fördersumme pro Jahr;Fördersumme insgesamt;Laufzeit;Startpunkt;Quelle;Alternativname;Status
Berlin;Humboldt-Universität zu Berlin;Institut für Bibliothekswissenschaft;Digitale Bibliotheken;Alfried Krupp von Bohlen und Halbach-Stiftung;;;bis 09/2011;;;;
Berlin;Humboldt-Universität zu Berlin;Institut für Mathematik;Nonlinear optimization;Deutsche Forschungsgemeinschaft;;;bis 12/2007;;;;
Berlin;Humboldt-Universität zu Berlin;Institut für Mathematik;Numerics of differential equations;Deutsche Forschungsgemeinschaft;;;bis 12/2007;;;;
Berlin;Humboldt-Universität zu Berlin;Institut für Mathematik;Angewandte Finanzmathematik;Deutsche Bank;;;bis 05/2011;;;;
Berlin;Humboldt-Universität zu Berlin;Institut für Biologie;Neuronale Plastizität;Deutsche Forschungsgemeinschaft;;;bis 10/2012;;;;
Berlin;Humboldt-Universität zu Berlin;Institut für Bibliothekswissenschaft;Interdiziplinäre Philosophie der Antike und Gegenwart;Jan Brauers-Stiftung für Fortschritt durch Harmonie;;;bis 03/2002;;;;
Berlin;Humboldt-Universität zu Berlin;Institut für Biologie;Strukturbiologie/Biochemie;Deutsche Forschungsgemeinschaft;;;bis 10/2012;;;;
Berlin;Humboldt-Universität zu Berlin;Juristische Fakultät;Gewerblicher Rechtsschutz;Deutsche Vereinigung für gewerblichen Rechtsschutz und Urheberrecht e.V.;;;bis 05/2008;;;;
Berlin;Humboldt-Universität zu Berlin;Juristische Fakultät;Jüdisches Recht;Dr. Meyer-Struckmann-Stiftung;;;;;;;
Berlin;Humboldt-Universität zu Berlin;Geschichtswissenschaften;Geschichte Aserbaidschans;Botschaft Aserbaidschan;;;;;;;
Berlin;Humboldt-Universität zu Berlin;Nordeuropa-Institut;"Norwegische Stiftungsgastprofessur ""Henrik-Steffens""";Universität Oslo;;;;;;;
Berlin;Humboldt-Universität zu Berlin;Nordeuropa-Institut;"Norwegische Stiftungsgastprofessur ""Henrik-Steffens""";Stifterverband für die Deutsche Wirtschaft;;;;;;;
Berlin;Humboldt-Universität zu Berlin;Philosophische Fakultät II;Dag-Hamarskjöld-Gastprofessur;Stiftelsen Riksbankens Jubileumsfond;;;;;;;
Berlin;Humboldt-Universität zu Berlin;Philosophische Fakultät II;Dag-Hamarskjöld-Gastprofessur;Stifterverband für die Deutsche Wirtschaft;;;;;;;
Berlin;Humboldt-Universität zu Berlin;Romanistik;Fonte-Stiftungsgastprofessur Geisteswissenschaften;FONTE-Stiftung zur Förderung des geisteswissenschaftlichen Nachwuchses;;;;;;;
Berlin;Humboldt-Universität zu Berlin;Institut für Kulturwissenschaften;Rudolf-Arnheim-Gastprofessur;DAAD;;;;;;;
Berlin;Humboldt-Universität zu Berlin;Institut für Kulturwissenschaften;Rudolf-Arnheim-Gastprofessur;Stiftung Brandenburger Tor;;;;;;;
Berlin;Humboldt-Universität zu Berlin;Institut für Kulturwissenschaften;Rudolf-Arnheim-Gastprofessur;Stiftung Preußischer Kulturbesitz;;;;;;;
Berlin;Humboldt-Universität zu Berlin;Theologische Fakultät;Guardini-Stiftungsprofessur Religionsphilosophie und katholische Theologie;Guardini-Stiftung;;;;;;;
Berlin;Humboldt-Universität zu Berlin;; Kritische Reflexion der Kunstgeschichte der Gegenwart;Friedrich-Stiftung Hannover ;;;1 Jahr;2013;;;
Berlin;Humboldt-Universität zu Berlin;Institute für Physik und Mathematik;Theoretische Physik, Mathematische Physik;Alexander von Humboldt Stiftung;;;bis 12/2015;;;;
Berlin;Humboldt-Universität zu Berlin;;Stochastische Analysis und Stochastik der Finanzmärkte;Deutsche Forschungsgemeinschaft;;;bis 05/2014;;;;
Berlin;Humboldt-Universität zu Berlin;Institut für Geschichte;Alfred-Freiherr von Oppenheim-Professur für Geschichte Preußen-Professur;Alfred-Freiherr von Oppenheim-Stiftung;;;bis 09/2015;;;;
Berlin;Humboldt-Universität zu Berlin;Institut für Klassische Philologie;Klassische Altertumswissenschaften und Wissenschaftsgeschichte;Alexander von Humboldt Stiftung;;;bis 12/2014;;;;
Berlin;Humboldt-Universität zu Berlin;;Ernst Fraenkel Professorship in Comparative Studies of Democracy;Deutsche Forschungsgemeinschaft;;;bis 11/2013;;;;
Berlin;Humboldt-Universität zu Berlin;;G.Simmel Prof. Comparative Studies on Diversity/Social Conflicts;Deutsche Forschungsgemeinschaft;;;bis 11/2013;;;;
Berlin;Humboldt-Universität zu Berlin;Wirtschaftswissenschaftliche Fakultät;Betriebswirtschaftliche Steuerlehre;KPMG;;;bis 09/2014;;;;
Berlin;TU Berlin;Verkehrs- und Maschinensysteme;Qualitätsstrategie und -kompetenz;Verband der Automobilindustrie;k.A.;;5 Jahre;2014;;;
Berlin;TU Berlin;;Betriebswirtschaftliche Steuerlehre;;;;;;;;
Berlin;TU Berlin;;Betriebswirtschaftliche Steuerlehre;;;;;;;;
Berlin;TU Berlin;ökonomie des Klimawandels ;Stiftungsprofessur ökonomie des Klimawandels;Michael Otto Stiftung für Umweltschutz;96000;;6 Jahre;2008;;;
Berlin;TU Berlin;Prozesswissenschaften;Energietechnik und Umweltschutz;Vattenfall;k.A.;;unbegrenzt;1994;;Vattenfall Europe AG;
Berlin;TU Berlin;Elektrotechnik und Informatik;Service Centric Networking;Deutsche Telekom;k.A.;;10 Jahre;2009;;;
Berlin;TU Berlin;Elektrotechnik und Informatik,;Quality and Usability;Deutsche Telekom;k.A.;;5 Jahre;2007;;;
Berlin;TU Berlin;Elektrotechnik und Informatik,;Assessment of IP-based Applications;Deutsche Telekom;k.A.;;5 Jahre;2009;;;
Berlin;TU Berlin;Elektrotechnik und Informatik,;Security in Telecommunications;Deutsche Telekom;k.A.;;unbegrenzt;2008;;;
Berlin;TU Berlin;Wirtschaft und Management;Strukturentwicklung und Qualitätsmanagement im Gesundheitswesen;HELIOS Kliniken GmbH;k.A.;;4 Jahre;2010;;;
Berlin;TU Berlin;Planen Bauen Umwelt;Baustoffe und Bauchemie;Deutsche Bauchemie e.V.;k.A.;;5 Jahre;2011;;;
Berlin;TU Berlin;Wirtschaft und Management;Versorgungsforschung und Qualitätsmanagement im ambulanten Sektor;Kassenärztliche Bundesvereinigung KBV;;;;;;;
Berlin;TU Berlin;Prozesswissenschaften;Lebensmittelverfahrenstechnik;Stiftung der Zuckerindustrie;k.A.;;5 Jahre;2011;;;
Berlin;TU Berlin;Elektrotechnik und Informatik;IT-basierte Fahrzeuginnovationen;Stifterverband für die Deutsche Wissenschaft;;;;;;;
Berlin;TU Berlin;Elektrotechnik und Informatik;IT-basierte Fahrzeuginnovationen;Daimler;;;;;;;
Berlin;TU Berlin;Mathemathik und Naturwissenschaften;Experimentalphysik mit dem Schwerpunkt Analytische Röntgenphysik;TSB Technologiestiftung Berlin;k.A.;;5 Jahre;2012;;;
Berlin;TU Berlin;Planen Bauen Umwelt;Siedlungswasserwirtschaft;Veolia Wasser;;;9 Jahre;2006;;VEOLIA Wasser Stiftung;
Berlin;TU Berlin;Verkehrs- und Maschinensysteme;Schienenfahrwege und Bahnbetrieb;Deutsche Bahn;;;ausgelaufen;;;;
Berlin;TU Berlin;Mathematik und Naturwissenschaften;Mathematik - Finanzmathematik;Deutsche Bank;;;ausgelaufen;;;;
Berlin;TU Berlin;Elektrotechnik und Informatik;Intelligent Networks and Management of Distributed Systems;Deutsche Telekom;;;5 Jahre;2006;;;
Berlin;TU Berlin;Verkehrs- und Maschinensysteme;Kraftfahrzeuge;Petri AG;;;ausgelaufen;;;;
Berlin;TU Berlin;Mathematik und Naturwissenschaften;Biologische Chemie;Bayer;;;ausgelaufen;;;Bayer Schering Pharma AG;
Berlin;TU Berlin;Wirtschaft und Management;Entrepreneurship und Innovationsmanagement;Siemens;;;5 Jahre;2009;;;
Berlin;TU Berlin;Elektrotechnik und Informatik;Agententechnologien in betrieblichen Anwendungen und der Telekommunikation;SUN Microsystems GmbH;;;ausgelaufen;;;;
Berlin;TU Berlin;Wirtschaft und Management;Logistikdienstleistungen und Transport;Deutsche Bahn;;;2 Jahre;2009;;;
Berlin;TU Berlin;Elektrotechnik und Informatik;Autonomous Security;Deutsche Telekom;;;2 Jahre;2011;;;
Berlin;TU Berlin;Wirtschaft und Management;Innovationsmanagement, insbs. Führungs- und Organisationsmodelle der Innovation;Deutsche Telekom;;;2 Jahre;2010;;;
Berlin;TU Berlin;Wirtschaft und Management;Logistikdienstleistungen und Transport;Deutsche Telekom;;;ausgelaufen;;;;
Berlin;TU Berlin;Elektrotechnik und Informatik;Intelligente Netze und Management Verteilter Systeme;Deutsche Telekom;;;ausgelaufen;;;;
Berlin;TU Berlin;Planen Bauen Umwelt ;Interaction Design & Media;Deutsche Telekom;;;2 Jahre;2008;;;
Berlin;TU Berlin;Wirtschaft und Management;Management von Dienstleistungsinnovationen und Technologietransfer;Deutsche Telekom;;;3 Jahre;2008;;;
Berlin;TU Berlin;Wirtschaft und Management;ökonomie und Management von Gesundheitstechnologien;Eucomed AISBL;;;ausgelaufen;;;;
Berlin;TU Berlin;Wirtschaft und Management;Versorgungsforschung und Qualitätsmanagement im ambulanten Sektor;Kassenärztliche Bundesvereinigung KBV;;;2 Jahre;2012;;;
Berlin;TU Berlin;Wirtschaft und Management;Internationale Logistiknetze;Kühne-Stiftung;;;2 Jahre;2009;;;
Berlin;TU Berlin;Elektrotechnik und Informatik;Techniques in Biomedical Imaging;Philips;;;ausgelaufen;;;;
Berlin;Charite - Universitätsmedizin Berlin;Charité Centrum für Tumormedizin, Campus Benjamin Franklin, Hämatologie und Onkologie;Molekulare Leukämieforschung;Deutsche Krebshilfe;;;;2011;;;
Berlin;Charite - Universitätsmedizin Berlin;Max-Delbrück-Centrum für Molekulare Medizin (MDC) Berlin-Buch;Scholz-Stiftungsprofessur für Kinderurologie und minimal invasive Urologie;Deutschen Gesellschaft für Urologie (DGU);;;2 Jahre;2008;;;
Berlin;Charite - Universitätsmedizin Berlin;Max-Delbrück-Centrum für Molekulare Medizin (MDC) Berlin-Buch;Scholz-Stiftungsprofessur für Kinderurologie und minimal invasive Urologie;Stiftung Urologische Forschung;;;2 Jahre;2008;;;
Berlin;Charite - Universitätsmedizin Berlin;Max-Delbrück-Centrum für Molekulare Medizin (MDC) Berlin-Buch;Hans-Schildbach-Stiftungsprofessur für urogenitale Krebsforschung;Stiftung Urologische Forschung;175000;;5 Jahre;2014;;;
Berlin;Charite - Universitätsmedizin Berlin;;Hypertensiologie;Deutschen Hochdruckliga - Deutsche Gesellschaft für Hypertonie und Prävention;;;;2010;;;
Brandenburg;Brandenburgische TU Cottbus;Ingenieurwissenschaften und Informatik;Management regionaler Energieversorgungsstrukturen;Vattenfall;;;5 Jahre;2012;;Vattenfall Europe Mining AG;
Brandenburg;Brandenburgische TU Cottbus;Ingenieurwissenschaften und Informatik;Management regionaler Energieversorgungsstrukturen;Vattenfall;;;;;;Vattenfall Europe Generation AG;
Brandenburg;Brandenburgische TU Cottbus;Ingenieurwissenschaften und Informatik;Management regionaler Energieversorgungsstrukturen;EMIS Electrics GmbH;;;;;;;
Brandenburg;Brandenburgische TU Cottbus;Ingenieurwissenschaften und Informatik;Management regionaler Energieversorgungsstrukturen;Vestas Deutschland GmbH;;;;;;;
Brandenburg;Brandenburgische TU Cottbus;Ingenieurwissenschaften und Informatik;Management regionaler Energieversorgungsstrukturen;Sparkasse Niederlausitz;;;;;;;
Brandenburg;Brandenburgische TU Cottbus;Ingenieurwissenschaften und Informatik;Management regionaler Energieversorgungsstrukturen;Stadt Cottbus;;;;;;;
Brandenburg;Brandenburgische TU Cottbus;Ingenieurwissenschaften und Informatik;Management regionaler Energieversorgungsstrukturen;Stadt Senftenberg;;;;;;;
Brandenburg;Brandenburgische TU Cottbus;Ingenieurwissenschaften und Informatik;Management regionaler Energieversorgungsstrukturen;Stadtwerke Spremberg;;;;;;;
